Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,0,0.45272319662402744,0,0,0.015281580671177828,True,False
1,3,1,0.6175656072794409,1,0,0.013663090060062943,False,True
0,2,0,0.815376500065937,0,0,0.018908740708122825,True,False
0,3,0,0.3538177502307794,0,0,0.016908073949327893,False,True
1,3,1,0.287880785968614,1,1,0.023983602730431916,False,True
0,3,0,0.18238164314914942,0,0,0.01800600082915438,False,True
1,3,1,0.3933799287880786,0,0,0.014891206669461744,True,False
0,2,0,0.34063035737834635,1,1,0.056604230248832196,False,True
1,3,1,0.23513121455888172,0,0,0.014110458666029575,False,False
0,3,0,0.27469339311618096,2,0,0.04713766070721715,False,True
0,3,0,0.3538177502307794,0,0,0.015411575213749286,False,True
0,1,0,0.6043782144270078,0,0,0.050748620223090936,False,True
1,1,1,0.3010681788210471,1,0,0.16057390443488287,False,True
0,2,0,0.8285638929183701,1,0,0.050748620223090936,False,True
1,1,1,0.6175656072794409,1,0,0.11940564777490723,False,True
1,2,1,0.31425557167348017,1,0,0.05410739813385612,False,False
0,2,0,0.459316893050244,0,0,0.024105594605968193,True,False
0,3,0,0.27469339311618096,0,0,0.014102260811993537,False,False
1,3,1,0.3538177502307794,1,0,0.015468569817999833,False,True
1,3,1,0.5911908215745747,0,0,0.014102260811993537,False,False
0,1,0,0.7230647500989055,1,0,0.11594107850967697,False,False
0,3,0,0.11644467888698405,0,1,0.0061889894232067975,False,True
1,1,1,0.3538177502307794,0,0,0.06184168304285603,False,True
0,1,0,0.27469339311618096,0,1,0.11980421963065935,False,False
1,1,1,0.630753000131874,1,3,0.5121218935012878,False,False
0,3,0,0.6571277858367401,1,0,0.028302115124416098,False,True
1,1,1,0.287880785968614,0,1,0.1209753416358076,False,False
0,3,0,0.29447448239483054,0,0,0.014102260811993537,False,False
0,1,0,0.5384412501648425,0,0,0.05953203526170282,False,True
0,3,0,0.3538177502307794,2,0,0.04231498029001666,False,False
0,2,0,0.6571277858367401,1,0,0.050748620223090936,False,True
0,2,0,0.31425557167348017,2,0,0.061483905270283246,False,True
1,3,1,0.43294210734537786,1,2,0.04015972542654215,False,True
1,3,1,0.3538177502307794,1,2,0.04577135170121086,False,True
0,1,0,0.3933799287880786,1,0,0.11272049299551928,False,False
0,3,0,0.24172491098509827,0,0,0.014110458666029575,False,False
1,3,1,0.3538177502307794,0,0,0.015712553569072387,False,True
1,3,1,0.27469339311618096,0,0,0.016908073949327893,False,True
0,3,0,0.32744296452591326,0,0,0.018542765081513996,False,True
0,3,0,0.3538177502307794,0,0,0.11027245763075773,False,True
0,3,0,0.5120664644599763,0,1,0.026187654344120927,False,False
0,1,0,0.3538177502307794,0,0,0.051822148727810165,False,True
0,3,0,0.5384412501648425,0,0,0.0153221795673563,False,True
1,2,1,0.3933799287880786,0,0,0.025374310111545468,False,True
1,1,1,0.5911908215745747,1,0,0.10257896680493714,False,True
0,3,0,0.32744296452591326,0,0,0.015468569817999833,False,True
0,1,0,0.5911908215745747,0,0,0.057970539254838485,False,False
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
1,1,1,0.7890017143610708,0,0,0.14891148113361488,False,False
1,3,1,0.47250428590267707,0,2,0.031034733136428686,False,True
0,1,0,0.31425557167348017,1,0,0.11711220051482524,False,True
0,2,0,0.3538177502307794,0,0,0.029343047399992037,False,False
1,2,1,0.2615060002637479,2,1,0.044893010197349675,False,True
1,1,1,0.36700514308321247,3,2,0.5133418122566507,False,True
0,2,0,0.3538177502307794,0,0,0.03040857323767609,False,False
0,3,0,0.12963207173941713,4,1,0.05684821399990475,True,False
0,3,0,0.459316893050244,0,0,0.015411575213749286,False,True
0,3,0,0.32744296452591326,0,0,0.014931805565640218,False,True
0,3,0,0.3538177502307794,1,0,0.031425107138144774,False,True
1,1,1,0.47250428590267707,0,0,0.5121218935012878,False,False
0,3,0,0.22194382170644866,0,0,0.015411575213749286,False,True
0,2,0,0.41975471449294477,0,0,0.026350245115835676,False,True
0,3,0,0.23513121455888172,0,0,0.015126992566498259,False,True
1,3,1,0.287880785968614,0,0,0.015078195816283748,True,False
0,1,0,0.16919425029671636,2,2,0.5121218935012878,False,False
1,2,1,0.3538177502307794,0,0,0.04098927018018883,False,True
1,3,1,0.23513121455888172,0,0,0.01537917417160685,True,False
0,1,0,0.6175656072794409,0,0,0.08275928836380983,False,True
0,1,0,0.4065673216405117,0,0,0.05570149036986375,False,False
1,1,1,0.7890017143610708,1,4,0.5133418122566507,False,True
1,3,1,0.31425557167348017,0,0,0.015126992566498259,True,False
0,3,0,0.27469339311618096,0,0,0.015411575213749286,False,True
1,3,1,0.38019253593564556,0,0,0.015468569817999833,False,True
0,1,0,0.373598839509429,0,0,0.05410739813385612,False,False
1,1,1,0.459316893050244,0,0,0.41282050681475896,False,False
0,1,0,0.4263484109191613,0,0,0.41282050681475896,False,False
0,3,0,0.3538177502307794,0,0,0.015712553569072387,False,True
1,1,1,0.7230647500989055,2,0,0.05016305922051681,False,True
0,2,0,0.3933799287880786,0,0,0.025374310111545468,False,True
1,3,1,0.31425557167348017,0,0,0.015126992566498259,True,False
0,3,0,0.07688250032968483,1,1,0.029757819776815374,False,False
0,1,0,0.8813134643281024,1,0,0.4328841690069588,False,True
0,1,0,0.643940392984307,0,0,0.050748620223090936,False,True
0,3,0,0.3538177502307794,0,0,0.015411575213749286,False,True
0,2,0,0.3538177502307794,0,0,0.020901209612881715,True,False
0,3,0,0.3538177502307794,1,0,0.028212719478023115,False,False
1,3,1,0.3538177502307794,0,0,0.01537917417160685,True,False
1,3,1,0.23513121455888172,0,0,0.015712553569072387,False,True
1,3,1,0.3538177502307794,0,0,0.015126992566498259,True,False
0,2,0,0.024132928919952525,1,1,0.044893010197349675,False,True
1,3,1,0.287880785968614,1,0,0.027130993119267845,False,True
0,3,0,0.3538177502307794,0,0,0.015175789316712771,False,True
1,1,1,0.3538177502307794,1,2,0.10149724044618187,False,True
0,3,0,0.3538177502307794,0,0,0.015712553569072387,False,True
0,1,0,0.32744296452591326,0,0,0.050748620223090936,False,False
0,3,0,0.32744296452591326,0,0,0.015216388212891242,False,True
1,1,1,1.0,1,0,0.15390495017656614,False,True
0,3,0,0.38019253593564556,0,0,0.015468569817999833,False,True
1,3,1,0.2615060002637479,0,0,0.015330377421392339,False,True
0,3,0,0.43294210734537786,0,0,0.015712553569072387,False,True
1,1,1,0.5648160358697086,1,0,0.1082149914547131,False,False
0,2,0,0.3538177502307794,1,0,0.050748620223090936,False,True
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
0,3,0,0.34063035737834635,0,0,0.015175789316712771,False,True
1,3,1,0.20875642885401557,1,1,0.016623491302076868,False,False
0,3,0,0.36700514308321247,0,0,0.04396587194327397,False,True
0,3,0,0.27469339311618096,0,0,0.015265184963105752,True,False
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
0,3,0,0.3538177502307794,0,0,0.017005667449756914,False,True
0,2,0,0.24172491098509827,0,0,0.025374310111545468,False,True
0,2,0,0.5384412501648425,0,0,0.02936744577509929,False,False
1,3,1,0.3538177502307794,0,0,0.015183987170748809,True,False
1,1,1,0.47250428590267707,0,0,0.06183368037582086,False,False
1,3,1,0.24172491098509827,0,0,0.014216054833493776,True,False
1,1,1,0.8285638929183701,1,0,0.4328841690069588,False,True
0,3,0,0.23513121455888172,1,0,0.028212719478023115,False,False
0,3,0,0.3538177502307794,0,0,0.012565163180236457,False,False
1,3,1,0.010945536067519452,1,1,0.03259622914329302,False,True
0,1,0,0.47250428590267707,0,0,0.1468620176246054,False,False
1,2,1,0.38019253593564556,1,0,0.050748620223090936,False,True
1,2,1,0.15600685744428328,0,0,0.030741952635141623,False,True
0,3,0,0.3538177502307794,1,0,0.015126992566498259,True,False
1,1,1,0.459316893050244,1,0,0.11272049299551928,False,False
0,3,0,0.36700514308321247,0,0,0.014151057562208049,False,True
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
1,3,1,0.22194382170644866,0,1,0.031425107138144774,False,True
0,3,0,0.287880785968614,0,0,0.015216388212891242,False,True
1,3,1,0.3538177502307794,2,0,0.04538097769949478,True,False
0,2,0,0.5516286430172755,0,0,0.025374310111545468,False,True
0,3,0,0.31425557167348017,0,0,0.015712553569072387,False,True
0,3,0,0.41975471449294477,0,0,0.015712553569072387,False,True
0,1,0,0.6966899643940393,0,0,0.055628295244541985,False,False
1,3,1,0.3538177502307794,0,4,0.049707687947515,False,True
0,3,0,0.3538177502307794,1,0,0.012565163180236457,False,False
0,3,0,0.5648160358697086,0,0,0.015411575213749286,False,True
0,3,0,0.31425557167348017,0,0,0.015330377421392339,False,True
0,3,0,0.34722405380456284,0,0,0.014102260811993537,False,False
0,2,0,0.34063035737834635,0,0,0.025374310111545468,False,True
1,3,1,0.3010681788210471,0,0,0.015712553569072387,False,True
0,3,0,0.5252538573124094,1,6,0.09154270340242172,False,True
1,3,1,0.12963207173941713,5,2,0.09154270340242172,False,True
1,1,1,0.43294210734537786,0,0,0.29580589980036276,False,True
0,1,0,0.8021891072135039,1,3,0.5121218935012878,False,False
0,2,0,0.36700514308321247,0,0,0.050748620223090936,False,True
0,1,0,0.5516286430172755,0,0,0.051822148727810165,False,True
0,3,0,0.4065673216405117,3,0,0.03513366015444757,False,True
0,1,0,0.3538177502307794,0,0,0.10122885832000206,False,True
0,3,0,0.287880785968614,0,0,0.015712553569072387,False,True
0,1,0,0.3538177502307794,0,0,0.051822148727810165,False,True
0,2,0,0.3933799287880786,1,1,0.050748620223090936,False,True
1,1,1,0.3010681788210471,0,1,0.16231419173453318,False,False
0,3,0,0.3538177502307794,0,0,0.015411575213749286,False,False
0,3,0,0.7955954107872873,0,0,,False,True
1,3,1,0.47250428590267707,0,2,0.023780217875537836,False,True
0,3,0,0.16919425029671636,4,2,0.06126431989431795,False,True
0,3,0,0.31425557167348017,0,0,0.014736618564782174,False,True
1,1,1,0.38019253593564556,0,0,0.4328841690069588,False,True
1,3,1,0.3010681788210471,0,0,0.015330377421392339,False,True
0,1,0,0.5516286430172755,0,0,0.051822148727810165,False,True
1,3,1,0.34063035737834635,0,2,0.026887009368195294,False,True
1,3,1,0.3538177502307794,0,0,0.015094396337354966,True,False
0,3,0,0.0900698931821179,1,1,0.029757819776815374,False,False
1,2,1,0.34063035737834635,0,0,0.026350245115835676,False,True
0,3,0,0.3538177502307794,0,0,0.013663090060062943,False,True
0,2,0,0.5384412501648425,0,0,0.025374310111545468,False,True
1,3,1,0.34063035737834635,1,1,0.04298993693898376,False,True
0,1,0,0.630753000131874,0,0,0.09856123757927521,False,False
0,3,0,0.23513121455888172,2,2,0.06709553154495196,False,True
1,1,1,0.3538177502307794,0,0,0.05410739813385612,False,False
1,3,1,0.287880785968614,0,0,0.01749363495190202,False,True
0,3,0,0.3538177502307794,0,0,0.014736618564782174,False,True
0,3,0,0.3538177502307794,0,0,0.014102260811993537,False,False
0,3,0,0.3010681788210471,1,0,0.027130993119267845,False,True
0,3,0,0.3538177502307794,0,0,0.014110458666029575,False,False
0,3,0,0.5252538573124094,1,5,0.06126431989431795,False,True
1,2,1,0.19556903600158249,0,2,0.07612293033463641,False,True
1,2,1,0.2615060002637479,0,0,0.07173122281533045,False,True
0,1,0,0.7098773572464724,1,0,0.1082149914547131,False,False
1,2,1,0.47250428590267707,0,3,0.07612293033463641,False,True
1,1,1,0.8417512857708032,0,2,0.16231419173453318,False,False
0,2,0,0.3933799287880786,0,0,0.025374310111545468,False,True
0,1,0,0.48569167875511016,1,1,0.16231419173453318,False,False
1,1,1,0.23513121455888172,1,0,0.10364429745562033,False,True
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
1,1,1,0.3538177502307794,1,1,0.4831284260198326,False,False
0,2,0,0.5252538573124094,0,0,0.03122992013728673,False,True
1,2,1,0.27469339311618096,0,1,0.04098927018018883,False,True
0,3,0,0.22194382170644866,2,0,0.015712553569072387,False,True
1,3,1,0.3538177502307794,8,2,0.13575255909676825,False,True
0,2,0,0.5252538573124094,0,0,0.025374310111545468,False,True
0,2,0,0.44612950019781095,1,0,0.050748620223090936,False,True
0,1,0,0.3538177502307794,0,0,0.050748620223090936,False,True
0,3,0,0.14941316101806673,1,1,0.028302115124416098,False,True
0,2,0,0.8021891072135039,0,0,0.024105594605968193,True,False
0,2,0,0.10325728603455098,0,2,0.06343577527886367,False,True
0,3,0,0.43294210734537786,0,0,0.015330377421392339,False,True
0,1,0,0.07688250032968483,0,2,0.2625265161540666,False,False
1,3,1,0.23513121455888172,0,0,0.015175789316712771,False,True
0,2,0,0.3010681788210471,0,0,0.020494635090094415,False,True
1,3,1,0.3538177502307794,0,0,0.015834545444608664,False,True
1,3,1,0.3538177502307794,0,0,0.030253985132996517,True,False
0,3,0,0.002109982856389292,0,2,0.028106928123558056,False,True
0,1,0,0.6175656072794409,1,0,0.4440992237022602,False,False
1,2,1,0.10325728603455098,1,1,0.050748620223090936,False,True
0,2,0,0.32744296452591326,0,0,0.020494635090094415,False,True
0,1,0,0.3538177502307794,0,0,0.05024445219987461,False,False
1,3,1,0.459316893050244,0,0,0.015126992566498259,True,False
0,2,0,0.31425557167348017,0,0,0.020494635090094415,False,True
1,1,1,0.43294210734537786,0,0,0.05410739813385612,False,False
0,3,0,0.32744296452591326,0,0,0.015411575213749286,False,True
0,3,0,0.41975471449294477,0,0,0.04396587194327397,False,True
0,3,0,0.3538177502307794,0,0,0.013760683560491965,False,True
0,2,0,0.22194382170644866,0,0,0.1434624456306609,False,True
1,2,1,0.7890017143610708,1,0,0.050748620223090936,False,True
1,3,1,0.4988790716075432,4,2,0.015175789316712771,False,True
0,1,0,0.5516286430172755,0,0,0.08295447536466788,False,True
1,3,1,0.3538177502307794,0,0,0.01537917417160685,True,False
0,1,0,0.7494395358037717,1,1,0.32179836714362564,False,True
1,1,1,0.6571277858367401,1,1,0.41282050681475896,False,False
0,3,0,0.3538177502307794,0,0,0.015712553569072387,False,True
1,2,1,0.3933799287880786,1,0,0.027049600139910042,False,False
0,3,0,0.27469339311618096,0,0,0.015712553569072387,False,True
1,2,1,0.287880785968614,0,0,0.020494635090094415,False,True
0,3,0,0.27469339311618096,0,0,0.015216388212891242,False,True
1,1,1,0.6966899643940393,0,0,0.0535706338814965,False,False
1,3,1,0.3538177502307794,0,2,0.029757819776815374,False,False
0,3,0,0.3010681788210471,0,0,0.015216388212891242,False,True
1,3,1,0.3538177502307794,0,0,0.015126992566498259,True,False
0,3,0,0.5318475537386259,0,0,0.029473237129564348,False,True
0,2,0,0.47250428590267707,0,0,0.025374310111545468,False,True
0,2,0,0.18238164314914942,0,0,0.12687155055772734,False,True
1,1,1,0.27469339311618096,0,0,0.051822148727810165,False,True
0,3,0,0.27469339311618096,1,0,0.012678957201736696,False,True
0,3,0,0.3538177502307794,0,0,0.01537917417160685,True,False
0,1,0,0.5120664644599763,1,0,0.13913573538264068,False,False
0,3,0,0.2615060002637479,0,0,0.015330377421392339,False,True
0,1,0,0.8417512857708032,1,0,0.14687821814567664,False,False
0,3,0,0.2615060002637479,0,0,0.014102260811993537,False,False
1,2,1,0.23513121455888172,1,1,0.025374310111545468,False,True
1,1,1,0.630753000131874,1,0,0.20772776566317125,False,False
1,1,1,0.7230647500989055,0,0,0.05410739813385612,False,False
1,2,1,0.5911908215745747,0,2,0.05855610025741262,False,True
0,1,0,0.5911908215745747,1,1,0.2625265161540666,False,False
0,3,0,0.3538177502307794,0,0,0.015395374692678068,False,True
0,3,0,0.3538177502307794,1,2,0.04577135170121086,False,True
0,1,0,0.5384412501648425,1,0,0.10122885832000206,False,True
1,2,1,0.287880785968614,0,0,0.04098927018018883,False,True
0,2,0,0.5516286430172755,1,1,0.06343577527886367,False,True
1,2,1,0.38019253593564556,1,0,0.050748620223090936,False,True
1,3,1,0.3538177502307794,1,0,0.028212719478023115,False,False
1,2,1,0.009890544639324808,1,2,0.05416439273810667,False,True
0,3,0,0.2615060002637479,0,0,0.015468569817999833,False,True
0,1,0,0.3538177502307794,1,0,0.26697521827762305,False,False
0,3,0,0.31425557167348017,0,0,0.01820118783001242,False,True
0,3,0,0.4263484109191613,0,0,0.018542765081513996,False,True
0,3,0,0.3538177502307794,0,0,0.014736618564782174,False,True
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
0,3,0,0.36700514308321247,0,0,0.015712553569072387,False,True
1,2,1,0.24831860741131478,0,0,0.025374310111545468,False,True
0,3,0,0.27469339311618096,0,0,0.015175789316712771,False,True
0,3,0,0.4790979823288936,1,0,0.033962538149299316,False,True
0,3,0,0.27469339311618096,0,0,0.015330377421392339,False,True
1,2,1,0.38019253593564556,0,2,0.044893010197349675,False,True
1,3,1,0.010945536067519452,1,1,0.023780217875537836,False,True
0,2,0,0.3933799287880786,0,0,0.024861944234293106,False,False
0,3,0,0.3538177502307794,0,0,0.015411575213749286,False,True
0,1,0,0.3538177502307794,0,0,0.0,False,True
0,3,0,0.3538177502307794,0,0,0.014736618564782174,False,True
1,3,1,0.3538177502307794,0,0,0.015712553569072387,False,True
0,3,0,0.22194382170644866,0,0,0.016908073949327893,False,True
0,1,0,0.6043782144270078,0,0,0.1468620176246054,False,False
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
1,1,1,0.34063035737834635,1,0,0.26697521827762305,False,False
1,3,1,0.3538177502307794,1,0,0.030253985132996517,True,False
0,3,0,0.3538177502307794,0,0,0.014102260811993537,False,False
1,2,1,0.2615060002637479,1,0,0.050748620223090936,False,True
0,2,0,0.36700514308321247,0,0,0.020494635090094415,False,True
0,2,0,0.5252538573124094,1,0,0.050748620223090936,False,True
0,2,0,0.3933799287880786,1,0,0.04098927018018883,False,True
0,2,0,0.287880785968614,0,0,0.020494635090094415,False,True
1,3,1,0.3010681788210471,0,0,0.016908073949327893,False,True
0,3,0,0.007648687854411184,1,1,0.026887009368195294,False,True
1,3,1,0.3538177502307794,0,0,0.015126992566498259,True,False
1,3,1,0.11644467888698405,1,1,0.029757819776815374,False,False
1,3,1,0.024132928919952525,1,1,0.039452172548431745,False,True
0,3,0,0.47250428590267707,0,0,0.014151057562208049,False,True
0,3,0,0.3538177502307794,0,0,0.014151057562208049,False,True
0,1,0,0.31425557167348017,1,0,0.16057390443488287,False,True
0,3,0,0.3538177502307794,0,0,0.014110458666029575,False,False
0,3,0,0.3538177502307794,0,0,0.015712553569072387,False,True
0,1,0,0.3538177502307794,0,0,0.07729405233978466,False,True
1,3,1,0.3933799287880786,0,0,0.013565496559633922,True,False
0,3,0,0.3538177502307794,0,0,0.014110458666029575,False,False
0,1,0,0.6966899643940393,1,1,0.15977676072337862,False,True
0,3,0,0.47250428590267707,0,0,0.018542765081513996,False,True
0,3,0,0.34063035737834635,0,0,0.015411575213749286,False,True
1,2,1,0.010945536067519452,1,2,0.08115719346076702,False,False
0,3,0,0.3538177502307794,2,0,0.04231498029001666,False,False
0,1,0,0.3933799287880786,0,0,0.08881008539040913,False,True
0,3,0,0.38019253593564556,0,0,0.015330377421392339,False,True
0,3,0,0.41975471449294477,0,0,0.015175789316712771,False,True
0,2,0,0.3538177502307794,0,0,0.02936744577509929,False,False
0,2,0,0.5648160358697086,0,1,0.04098927018018883,False,True
0,3,0,0.31425557167348017,0,0,0.016908073949327893,False,True
1,3,1,0.3538177502307794,0,0,0.015126992566498259,True,False
1,1,1,0.8417512857708032,1,1,0.051822148727810165,False,True
0,1,0,0.3933799287880786,1,2,0.29580589980036276,False,True
0,3,0,0.008703679282605828,0,1,0.018249984580226933,False,True
0,1,0,0.7230647500989055,1,1,0.18249984580226933,False,True
1,3,1,0.5911908215745747,1,0,0.027537567642055148,False,True
0,3,0,0.23513121455888172,0,0,0.016908073949327893,False,True
0,3,0,0.287880785968614,0,0,0.014102260811993537,False,False
0,3,0,0.3538177502307794,0,0,0.014785415314996686,False,True
1,3,1,0.48569167875511016,0,0,0.015126992566498259,True,False
1,1,1,0.7230647500989055,0,0,0.2647385704347907,False,False
1,3,1,0.22194382170644866,0,0,0.015094396337354966,True,False
0,1,0,0.7494395358037717,1,0,0.2859895551532101,False,False
0,2,0,0.24831860741131478,0,0,0.020494635090094415,False,True
0,3,0,0.3538177502307794,0,0,0.015330377421392339,False,True
0,2,0,0.287880785968614,2,0,0.061483905270283246,False,True
0,3,0,0.34063035737834635,0,0,0.015175789316712771,False,True
0,3,0,0.32744296452591326,0,0,0.014110458666029575,False,False
0,2,0,0.34063035737834635,0,0,0.025374310111545468,False,True
0,1,0,0.43294210734537786,0,0,0.051822148727810165,False,True
1,1,1,0.5120664644599763,0,0,0.41250332793836464,False,True
0,3,0,0.3010681788210471,0,0,0.013760683560491965,False,True
1,2,1,0.15600685744428328,2,1,0.07612293033463641,False,True
0,1,0,0.6043782144270078,0,0,0.15458810467956932,False,False
0,2,0,0.38019253593564556,1,0,0.050748620223090936,False,True
0,2,0,0.27469339311618096,0,0,0.025374310111545468,False,True
1,2,1,0.630753000131874,0,2,0.07173122281533045,False,True
0,1,0,0.5120664644599763,0,0,0.057970539254838485,False,False
0,3,0,0.3538177502307794,0,0,0.014102260811993537,False,False
1,3,1,0.24831860741131478,1,1,0.030725752114070404,False,False
0,3,0,0.3538177502307794,0,0,0.015411575213749286,False,True
0,1,0,0.3933799287880786,0,0,0.050748620223090936,False,True
0,2,0,0.41975471449294477,0,0,0.025374310111545468,False,True
0,3,0,0.5120664644599763,0,2,0.014110458666029575,False,False
0,2,0,0.32744296452591326,0,0,0.061483905270283246,False,True
0,3,0,0.3538177502307794,0,0,0.014110458666029575,False,False
0,2,0,0.23513121455888172,0,0,0.020494635090094415,False,True
0,3,0,0.41975471449294477,0,0,0.014793613169032724,False,True
0,3,0,0.3538177502307794,1,9,0.13575255909676825,False,True
1,1,1,0.7626269286562047,0,1,1.0,False,False
0,3,0,0.3538177502307794,1,1,0.028302115124416098,False,True
1,3,1,0.20875642885401557,0,0,0.014931805565640218,False,True
0,2,0,0.34063035737834635,0,0,0.025374310111545468,False,True
1,3,1,0.4988790716075432,0,0,0.014110458666029575,False,False
0,2,0,0.31425557167348017,0,0,0.026350245115835676,False,True
1,2,1,0.4065673216405117,0,0,0.04098927018018883,False,True
1,1,1,0.5911908215745747,0,1,0.12366716556464086,False,False
0,2,0,0.32744296452591326,0,0,0.020494635090094415,False,True
0,2,0,0.23513121455888172,0,0,0.1434624456306609,False,True
0,2,0,0.643940392984307,1,2,0.12687155055772734,False,True
1,3,1,0.0,1,2,0.04015972542654215,False,True
0,1,0,0.6571277858367401,0,0,0.050748620223090936,False,True
1,1,1,0.7758143215086378,2,0,0.10048070654571319,False,True
0,3,0,0.3538177502307794,0,0,0.01537917417160685,False,True
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
1,3,1,0.3933799287880786,1,0,0.030351578633425542,False,True
0,3,0,0.18897533957536597,8,2,0.13575255909676825,False,True
1,2,1,0.31425557167348017,1,1,0.07222738817151159,False,False
1,2,1,0.4065673216405117,0,0,0.04098927018018883,False,True
0,3,0,0.3538177502307794,0,0,0.016908073949327893,False,True
1,1,1,0.32744296452591326,1,0,0.1082149914547131,False,False
1,3,1,0.3538177502307794,1,9,0.13575255909676825,False,True
0,3,0,0.3538177502307794,1,0,0.028220722145058292,False,False
1,3,1,0.287880785968614,0,0,0.07746484096553544,False,True
1,1,1,0.5911908215745747,0,1,0.11594107850967697,False,False
0,2,0,0.38019253593564556,0,0,0.027049600139910042,False,False
0,2,0,0.27469339311618096,1,0,0.022446505098674838,False,True
1,1,1,0.4065673216405117,0,0,0.2625265161540666,False,False
0,1,0,0.643940392984307,0,0,0.0,False,True
0,2,0,0.5780034287221416,0,0,0.025374310111545468,False,True
1,1,1,0.7098773572464724,1,1,0.15977676072337862,False,True
1,1,1,0.5911908215745747,0,0,0.5121218935012878,False,False
1,3,1,0.287880785968614,2,0,0.016908073949327893,False,True
0,2,0,0.27469339311618096,0,0,0.022446505098674838,False,True
0,1,0,0.7230647500989055,0,0,0.09759350042902103,False,True
0,3,0,0.06369510747725175,4,2,0.06126431989431795,False,True
0,3,0,0.3538177502307794,0,0,0.015126992566498259,True,False
0,3,0,0.34063035737834635,0,0,0.01537917417160685,True,False
1,3,1,0.3538177502307794,0,0,0.028302115124416098,False,True
1,3,1,0.24831860741131478,1,0,0.031425107138144774,False,True
0,2,0,0.3538177502307794,0,0,0.025130326360472913,False,True
1,2,1,0.31425557167348017,1,2,0.12687155055772734,False,True
0,3,0,0.31425557167348017,0,0,0.015175789316712771,False,True
0,2,0,0.7494395358037717,0,0,0.025374310111545468,False,True
0,3,0,0.27469339311618096,0,0,0.015126992566498259,True,False
0,3,0,0.07688250032968483,3,1,0.04113566043083236,False,True
0,1,0,0.3010681788210471,0,0,0.18249984580226933,False,True
1,1,1,0.6703151786891732,0,1,0.07690367833806856,False,True
0,3,0,0.16919425029671636,0,2,0.03952536767375352,False,True
0,2,0,0.6175656072794409,0,0,0.020494635090094415,False,True
0,3,0,0.38019253593564556,3,1,0.04298993693898376,False,True
1,1,1,0.23513121455888172,1,0,0.11711220051482524,False,True
0,3,0,0.31425557167348017,0,0,0.014151057562208049,True,False
1,1,1,0.630753000131874,1,1,0.15458810467956932,False,False
0,3,0,0.287880785968614,0,0,0.015175789316712771,False,True
0,3,0,0.4065673216405117,0,0,0.015094396337354966,True,False
1,1,1,0.3933799287880786,0,0,0.32179836714362564,False,True
0,2,0,0.4988790716075432,1,0,0.04098927018018883,False,True
1,1,1,0.287880785968614,0,1,0.11594107850967697,False,False
0,1,0,0.22194382170644866,0,0,0.09193307740413781,False,True
0,1,0,0.5648160358697086,1,0,0.05410739813385612,False,False
0,2,0,0.2615060002637479,0,0,0.02705779799394608,False,False
0,2,0,0.3010681788210471,1,0,0.020494635090094415,False,True
0,1,0,0.6571277858367401,1,1,0.41282050681475896,False,False
1,3,1,0.3538177502307794,0,0,0.01506999796224771,True,False
1,3,1,0.0373203217723856,1,1,0.026887009368195294,False,True
1,3,1,0.3538177502307794,0,0,0.015126992566498259,True,False
1,1,1,0.48569167875511016,1,0,0.17566830077223786,True,False
1,3,1,0.36700514308321247,0,0,0.015175789316712771,False,True
0,3,0,0.3538177502307794,0,0,0.015712553569072387,False,True
1,1,1,0.5120664644599763,0,0,0.2125586439344078,False,False
0,3,0,0.5054727680337597,0,0,0.014151057562208049,False,True
0,3,0,0.3538177502307794,0,0,0.015712553569072387,False,True
0,3,0,0.3538177502307794,1,1,0.04364049521284362,False,False
